Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Mapping type,Mapped identifier,Mapped label,Mapped type,Theme
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,574,Verge maintenance,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,563,Wall maintenance,Service,Transport
109,Maintenance,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,538,Yellow lines,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,478,Council car parks,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,274,Disabled people - parking bays,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,279,Disabled people - parking permits,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,114,Estate parking,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1725,Lorry parking,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,474,Parking permits,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,473,Parking zones,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,475,Pavement parking,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,479,Private car parks,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,471,Street parking enforcement,Service,Transport
110,Parking,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,472,Vehicle clamping and removal,Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,637,Bus stops and shelters,Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1715,Ferries,Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,902,Journey planning,Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,904,Planned transport service changes,Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,903,Real time transport information,Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,906,"Stations, stops and shelters",Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,905,Transport service disruption information,Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,907,Transport tickets and passes,Service,Transport
111,Public transport,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,908,Transport timetable information,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,547,Cycle training,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,546,Cycling and walking to school schemes,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,545,Dangerous road improvements,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,783,Driver training,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,568,Pedestrian crossings,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,784,Road safety cameras,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1586,Roads - child play areas,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,573,School crossing patrols,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,543,Speed humps,Service,Transport
112,Road safety,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,571,Speed limits,Service,Transport
113,Transport schemes,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1599,Bus lanes and routes,Service,Transport
113,Transport schemes,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1539,Business travel and commuting,Service,Transport
113,Transport schemes,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1111,Car pooling,Service,Transport
113,Transport schemes,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1112,Park and ride,Service,Transport
113,Transport schemes,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,542,Red routes,Service,Transport
113,Transport schemes,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1587,Road congestion reduction,Service,Transport
113,Transport schemes,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,548,Traffic schemes,Service,Transport
113,Transport schemes,,4/3/13,4/3/13,,Function,105,Transport and highways,contains,1132,Travel plans,Service,Transport
