Identifier,Label,Description,Created,Modified,History notes,Type,Parent identifiers,Parent labels,Mapping type,Mapped identifier,Mapped label,Mapped type,Theme
22,Youth offending,,4/3/13,4/3/13,,Function,16,Community safety,contains,174,Youth justice - implementation of orders,Service,Crime and justice
22,Youth offending,,4/3/13,4/3/13,,Function,16,Community safety,contains,1695,Youth justice plan,Service,Crime and justice
22,Youth offending,,4/3/13,4/3/13,,Function,16,Community safety,contains,1598,Youth Rehabilitation Order,Service,Crime and justice
23,Education and learning,,4/3/13,4/3/13,,Function,,,,,,,Education
24,Adult education and lifelong learning,,4/3/13,4/3/13,,Function,23,Education and learning,contains,27,Adult education courses,Service,Education
24,Adult education and lifelong learning,,4/3/13,4/3/13,,Function,23,Education and learning,contains,26,Education - adult - opportunities in Europe,Service,Education
24,Adult education and lifelong learning,,4/3/13,4/3/13,,Function,23,Education and learning,contains,453,Sports coaching,Service,Education
25,Early years and childcare,,4/3/13,4/3/13,,Function,23,Education and learning,contains,19,Childcare out of school hours,Service,Education
25,Early years and childcare,,4/3/13,4/3/13,,Function,23,Education and learning,contains,21,Childminders,Service,Education
25,Early years and childcare,,4/3/13,4/3/13,,Function,23,Education and learning,contains,20,Childminding,Service,Education
25,Early years and childcare,,4/3/13,4/3/13,,Function,23,Education and learning,contains,12,Nursery school places,Service,Education
25,Early years and childcare,,4/3/13,4/3/13,,Function,23,Education and learning,contains,18,School holiday schemes,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,896,Behaviour development,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,43,Book exhibitions,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,895,Citizenship education,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,49,Education consultations,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1090,Education in hospital,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,897,Extended schools,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1,Home schooling,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,51,Instrumental tuition,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,6,Language and cultural support in school,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,628,Learning mentors,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,627,Mentoring schemes,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1050,Musical instrument hire,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,704,Musical instruments purchase scheme,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,7,"Psychological, psychiatric or social work services in schools",Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,42,School book purchase schemes,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1089,School breakfast clubs,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,889,School health promotion,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,44,School library loans,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,41,School library service - advice and training,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,45,School library visits,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,890,School nursing,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,891,School transport,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,892,Support for gifted children,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1394,Support when leaving education,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,736,Teenage pregnancy,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,893,Toy libraries,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,894,Transition between schools,Service,Education
26,Educational support,,4/3/13,4/3/13,,Function,23,Education and learning,contains,737,Traveller children support,Service,Education
27,Higher education,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1614,16 to 19 bursary fund,Service,Education
27,Higher education,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1135,Education transport for 16-19 year olds,Service,Education
27,Higher education,,4/3/13,4/3/13,,Function,23,Education and learning,contains,921,International students,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,34,Exclusion of school pupils,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1507,Head lice,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1704,Home school agreement,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1699,Local curriculum,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,17,Local schools,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1436,Permitted absence from school,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,13,Primary school places,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,705,School admission appeals,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,31,School assessment  and performance,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,886,School bullying and harassment policy,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,37,School catering,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1140,School closures,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,47,School clubs and activities,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,630,School complaints procedure,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,32,School curriculum,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,29,School governors,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1459,School health and safety,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,15,School pupil records,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,36,School term and holiday dates,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,735,School visits,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,33,Schools development plans,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,14,Secondary school places,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1697,Standing advisory council on religious education (SACRE),Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,5,Supervised medication in school,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,52,Work experience placements,Service,Education
28,Schools,,4/3/13,4/3/13,,Function,23,Education and learning,contains,1145,Young people's learning prospectus,Service,Education
29,Special education needs,,4/3/13,4/3/13,,Function,23,Education and learning,contains,10,Special educational needs - placement in mainstream school,Service,Education
29,Special education needs,,4/3/13,4/3/13,,Function,23,Education and learning,contains,9,Special educational needs assessment,Service,Education
29,Special education needs,,4/3/13,4/3/13,,Function,23,Education and learning,contains,8,Special educational needs co-ordinated support plan,Service,Education
29,Special education needs,,4/3/13,4/3/13,,Function,23,Education and learning,contains,40,Special educational needs transport,Service,Education
30,Environmental protection,,4/3/13,4/3/13,,Function,,,,,,,Environment
31,Animal welfare,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,788,Animal inspection,Service,Environment
31,Animal welfare,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,434,Animal welfare,Service,Environment
31,Animal welfare,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1471,Dangerous dogs enforcement,Service,Environment
31,Animal welfare,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,612,Dog registration,Service,Environment
31,Animal welfare,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,432,Dog wardens,Service,Environment
31,Animal welfare,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1506,Pet burial,Service,Environment
31,Animal welfare,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,575,Stray animals,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,618,Archaeology - consultancy,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,619,Archaeology - excavations and surveys,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,745,Countryside conservation,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,596,Ecology and geology,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,495,Environmental policy,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,597,Landscape character assessment,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,862,Local access forums,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1611,Surface water management plans,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1131,Sustainable development,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1613,Sustainable drainage systems,Service,Environment
32,Conservation and sustainability,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1144,Waste reduction,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,746,Community farms,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,467,Countryside education,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,466,Countryside facilities,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,702,Countryside management,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,749,Countryside rangers,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,470,Countryside surveys,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,469,Countryside visitor centres,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,750,Countryside volunteers,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1052,Farming advice,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1053,Feed hygiene registration,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,751,Field study centres,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,748,Forest and woodland management,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,464,Grazing land,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1540,Nature reserves,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1118,Open access land,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,747,Rural development,Service,Environment
33,Countryside and farming,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1724,Smallholdings,Service,Environment
34,Environmental health,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,601,Environmental health - out of hours emergencies,Service,Health
34,Environmental health,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,408,Food poisoning and contamination,Service,Health
34,Environmental health,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,407,Food safety enforcement,Service,Health
34,Environmental health,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,406,Food safety inspections,Service,Health
34,Environmental health,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,431,Pest control,Service,Health
34,Environmental health,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1011,Scientific services,Service,Health
34,Environmental health,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1086,Smoking ban,Service,Health
34,Environmental health,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1597,Swimming pool and spa pool monitoring,Service,Health
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1538,Cemeteries and crematoria,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,875,Civil funerals,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,332,Exhumations,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,333,Grave purchasing,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,825,Independent funerals,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,334,Memorial construction,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,325,Mortuaries,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,329,Municipal funerals,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,326,Repatriation of bodies - England and Wales,Service,Society
35,Funerals and cremations,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,327,Repatriation of bodies abroad,Service,Society
36,Parks and open spaces,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,649,Common land and village greens,Service,Environment
36,Parks and open spaces,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,589,Grass cutting,Service,Environment
36,Parks and open spaces,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,655,Gypsy and traveller sites,Service,Environment
36,Parks and open spaces,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,670,Outdoor play facilities,Service,Environment
36,Parks and open spaces,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,669,Parks and open space landscaping,Service,Environment
36,Parks and open spaces,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,709,Parks and open space maintenance,Service,Environment
36,Parks and open spaces,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,461,Parks and open spaces,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,411,Air handling units,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,413,Air quality,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,415,Asbestos management,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,691,Clean Air Act approval,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,417,Construction site pollution,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,418,Contaminated land,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,879,Environmental information regulations,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1084,Exhaust emission testing,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,595,Geotechnonology,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,414,Hazardous substance control,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1085,Idling vehicles,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,899,Light pollution,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,412,Noise pollution,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,416,Nuisances,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1051,Private water supply analysis,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,909,Septic tanks and cesspits,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1575,Smoke control areas,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,660,Water pollution,Service,Environment
37,Pollution control,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,776,Water quality monitoring,Service,Environment
39,Recycling,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,535,Composters,Service,Environment
39,Recycling,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1423,Food waste recycling,Service,Environment
39,Recycling,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,851,Recycling advice,Service,Environment
39,Recycling,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,533,Recycling bags and containers,Service,Environment
39,Recycling,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,534,Recycling sites,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1152,Abandoned shopping trolleys,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,372,Abandoned vehicles,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,576,Dead animal removal,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1094,Dog  waste bins,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,577,Dog fouling,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,588,Flyposting,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,587,Flytipping,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,584,Graffiti removal,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,581,Litter bins,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1138,Litter enforcement,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,580,Litter removal,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,583,Market cleaning,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,579,Public toilets,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1615,Public toilets - RADAR keys ,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,591,Road spillages,Service,Environment
40,Street care and cleaning,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,582,Street cleaning,Service,Environment
41,Utilites,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1114,Domestic water rates,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,877,Area waste strategy,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,528,Bulky household waste collections,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,859,Clinical household waste,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,523,Commercial  clinical waste disposal,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,519,Commercial waste bins,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,517,Commercial waste collection,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,520,Commercial waste disposal sites,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,522,Commercial waste special collections,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,518,Commercial waste spillage,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,850,Hazardous waste collection,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,530,Household garden waste,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1473,Household waste accumulation,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,854,Household waste assisted collection,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,524,Household waste collection,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,526,Household waste containers,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,531,Household waste disposal sites,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1470,Household waste enforcement,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1472,Refuse duty of care - enforcement,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,1130,Residential recycling collections,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,689,Skip services,Service,Environment
38,Waste management,,4/3/13,4/3/13,,Function,30,Environmental protection,contains,428,Syringe disposal,Service,Environment
42,"Government, citizens and rights",,4/3/13,4/3/13,,Function,,,,,,,Government
43,Accessing and updating personal information,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,370,Change of circumstances,Service,Government
44,Asylum and immigration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,915,Asylum seekers - nationality checking,Service,Society
44,Asylum and immigration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,77,Asylum seekers support,Service,Society
44,Asylum and immigration,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,852,Citizenship ceremonies,Service,Society
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1046,Calibration and testing,Service,Government
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,883,"Catering, sales and vending",Service,Government
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,373,"Conference, hall and meeting room hire",Service,Government
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1629,Corporate - procurement,Service,Government
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,821,Estates management,Service,Government
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,958,Facilities - graphic design,Service,Government
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1289,Graphic design,Service,Government
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,869,MOT testing,Service,Government
45,Commercial activities,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,827,Sale of gifts and publications,Service,Government
46,Communications and publicity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,853,Accessibility of Web sites,Service,Government
46,Communications and publicity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1555,Civic events,Service,Government
46,Communications and publicity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1412,Community noticeboards,Service,Government
46,Communications and publicity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1640,Corporate - communications,Service,Government
46,Communications and publicity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,962,Facilities - printing and copying,Service,Government
46,Communications and publicity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,822,Media and publicity protocols,Service,Government
46,Communications and publicity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,359,News and information releases,Service,Government
46,Communications and publicity,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,659,Publications,Service,Government
47,Complaints and compliments,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,645,Complaints advocacy,Service,Government
47,Complaints and compliments,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,353,Complaints procedure,Service,Government
47,Complaints and compliments,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1536,Feedback and suggestions,Service,Government
48,Consultations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,366,Community engagement,Service,Government
48,Consultations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,653,Customer satisfaction surveys,Service,Government
48,Consultations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1306,Petitions,Service,Government
48,Consultations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,867,Service delivery consultation,Service,Government
48,Consultations,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,658,Spending plans consultation,Service,Government
49,Data protection and freedom of information,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1305,Corporate - records management,Service,Government
49,Data protection and freedom of information,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,826,Data Protection,Service,Government
49,Data protection and freedom of information,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,722,Freedom of Information,Service,Government
49,Data protection and freedom of information,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1088,Re-use of public sector information,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1390,Byelaws and regulations,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1676,Child poverty needs assessment,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,719,Community assemblies and committees,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1043,Community Councils - information,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1291,Constitution,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1703,Councillor casual vacancies,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,355,Councillors declaration of interest,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,358,Councillors directory,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,357,Councillors surgeries,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,721,Election results,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1679,Electoral areas,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,365,Electoral nominations,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,364,Electoral register,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1651,Lord Lieutenant,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1701,Mayoral elections,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,360,Mayoral invitations,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1028,Members - allowances,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,997,Members - committee membership,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1026,Members - communications,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,998,Members - democratic services - advice,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,999,Members - elections - polling stations,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1000,Members - elections - results,Service,Government
50,Democracy,,4/3/13,4/3/13,,Function,42,"Government, citizens and rights",contains,1675,Members - electoral cycle,Service,Government
